scientific_name,birdnet_id,common_name_fr,common_name_en,is_bird,peak_share,mean_share,status,weekly
Anser cygnoides,BN00825,Oie cygnoïde,Swan Goose,1,0.435,0.307,mixed,0.43 0.43 0.43 0.43 0.42 0.41 0.40 0.39 0.38 0.36 0.32 0.27 0.24 0.20 0.18 0.19 0.19 0.18 0.18 0.16 0.14 0.14 0.13 0.12 0.13 0.14 0.15 0.17 0.21 0.24 0.26 0.29 0.32 0.35 0.36 0.38 0.38 0.40 0.41 0.41 0.42 0.42 0.42 0.42 0.42 0.43 0.43 0.42
Anser serrirostris,BN00830,Oie de la toundra,Tundra Bean Goose,1,0.587,0.305,winter,0.57 0.58 0.57 0.56 0.56 0.54 0.53 0.51 0.48 0.44 0.41 0.36 0.26 0.19 0.15 0.12 0.11 0.10 0.07 0.07 0.05 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.05 0.06 0.08 0.11 0.15 0.28 0.37 0.42 0.46 0.51 0.54 0.56 0.57 0.57 0.59 0.59 0.58 0.58
Puffinus puffinus,BN12806,Puffin des Anglais,Manx Shearwater,1,0.388,0.298,resident,0.22 0.21 0.20 0.20 0.21 0.20 0.21 0.22 0.25 0.25 0.27 0.26 0.28 0.29 0.29 0.30 0.36 0.36 0.37 0.36 0.35 0.32 0.32 0.32 0.31 0.32 0.33 0.33 0.33 0.34 0.36 0.37 0.37 0.37 0.37 0.38 0.38 0.39 0.39 0.38 0.32 0.28 0.27 0.23 0.22 0.22 0.21 0.21
Locustella luscinioides,BN08005,Locustelle luscinioïde,Savi's Warbler,1,0.719,0.296,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.03 0.07 0.11 0.36 0.59 0.66 0.71 0.72 0.72 0.69 0.66 0.62 0.59 0.57 0.55 0.53 0.52 0.51 0.51 0.53 0.54 0.56 0.64 0.67 0.55 0.38 0.26 0.15 0.09 0.05 0.04 0.03 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Sorex araneus,BN14018,Musaraigne Carrelet,Common Shrew,0,0.341,0.294,resident,0.29 0.30 0.31 0.29 0.29 0.28 0.27 0.27 0.27 0.26 0.26 0.25 0.24 0.25 0.25 0.26 0.28 0.29 0.29 0.31 0.31 0.31 0.31 0.31 0.30 0.31 0.30 0.31 0.31 0.31 0.30 0.30 0.31 0.31 0.33 0.34 0.34 0.33 0.34 0.34 0.32 0.29 0.29 0.28 0.27 0.28 0.28 0.28
Anthus petrosus,BN00933,Pipit maritime,European Rock Pipit,1,0.396,0.294,resident,0.37 0.38 0.37 0.36 0.34 0.33 0.32 0.31 0.30 0.30 0.30 0.30 0.27 0.26 0.26 0.25 0.25 0.24 0.24 0.23 0.23 0.22 0.22 0.22 0.21 0.21 0.22 0.22 0.22 0.23 0.23 0.24 0.25 0.25 0.26 0.27 0.31 0.33 0.34 0.37 0.37 0.38 0.40 0.39 0.39 0.38 0.38 0.38
Hydrobates pelagicus,BN06762,Océanite tempête,European Storm Petrel,1,0.416,0.293,mixed,0.17 0.16 0.15 0.15 0.14 0.13 0.13 0.12 0.13 0.13 0.14 0.16 0.23 0.28 0.32 0.33 0.37 0.38 0.39 0.39 0.38 0.37 0.37 0.37 0.36 0.37 0.38 0.38 0.39 0.40 0.40 0.41 0.41 0.42 0.41 0.41 0.41 0.40 0.39 0.38 0.35 0.29 0.26 0.21 0.19 0.18 0.18 0.17
Stercorarius pomarinus,BN14267,Labbe pomarin,Pomarine Jaeger,1,0.415,0.291,resident,0.25 0.25 0.23 0.23 0.23 0.22 0.22 0.22 0.25 0.24 0.25 0.25 0.31 0.33 0.34 0.34 0.35 0.34 0.27 0.23 0.20 0.19 0.18 0.19 0.24 0.23 0.27 0.27 0.29 0.30 0.34 0.35 0.36 0.37 0.37 0.37 0.39 0.40 0.41 0.41 0.41 0.36 0.35 0.29 0.28 0.27 0.26 0.25
Fratercula arctica,BN05683,Macareux moine,Atlantic Puffin,1,0.345,0.281,resident,0.27 0.28 0.26 0.25 0.26 0.26 0.26 0.27 0.28 0.28 0.28 0.29 0.33 0.33 0.33 0.32 0.32 0.30 0.28 0.23 0.21 0.21 0.21 0.23 0.23 0.24 0.26 0.26 0.27 0.29 0.30 0.31 0.31 0.31 0.31 0.31 0.32 0.33 0.34 0.35 0.32 0.29 0.29 0.26 0.26 0.28 0.27 0.27
Eliomys quercinus,BN05026,Lérot commun,European Garden Dormouse,0,0.46,0.28,mixed,0.19 0.19 0.18 0.18 0.16 0.15 0.15 0.14 0.14 0.13 0.12 0.12 0.13 0.17 0.20 0.23 0.26 0.29 0.35 0.36 0.38 0.39 0.40 0.42 0.44 0.45 0.45 0.46 0.46 0.46 0.46 0.44 0.42 0.42 0.41 0.37 0.33 0.30 0.28 0.24 0.23 0.21 0.21 0.19 0.19 0.19 0.19 0.19
Conocephalus fuscus,BN03569,Conocéphale bigarré,Long-winged Conehead,0,0.729,0.274,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.04 0.05 0.10 0.13 0.18 0.22 0.28 0.45 0.56 0.64 0.68 0.70 0.72 0.72 0.73 0.73 0.72 0.72 0.71 0.71 0.69 0.68 0.61 0.53 0.38 0.19 0.10 0.07 0.04 0.02 0.01 0.00 0.00
Larus hyperboreus,BN07552,Goéland bourgmestre,Glaucous Gull,1,0.467,0.269,mixed,0.45 0.47 0.46 0.46 0.46 0.44 0.43 0.41 0.39 0.37 0.35 0.31 0.28 0.28 0.25 0.23 0.21 0.20 0.18 0.16 0.15 0.12 0.12 0.09 0.09 0.08 0.08 0.08 0.09 0.09 0.09 0.11 0.12 0.13 0.14 0.16 0.19 0.23 0.26 0.29 0.35 0.40 0.44 0.43 0.44 0.45 0.45 0.45
Hyla arborea,BN06796,Rainette verte,European Tree Frog,0,0.442,0.267,summer,0.04 0.04 0.04 0.04 0.05 0.07 0.08 0.13 0.20 0.28 0.34 0.41 0.43 0.44 0.44 0.43 0.42 0.42 0.42 0.39 0.38 0.37 0.36 0.35 0.35 0.35 0.35 0.35 0.35 0.36 0.36 0.36 0.36 0.36 0.38 0.38 0.36 0.34 0.30 0.27 0.19 0.13 0.09 0.06 0.04 0.04 0.04 0.04
Calidris temminckii,BN02162,Bécasseau de Temminck,Temminck's Stint,1,0.653,0.267,mixed,0.09 0.07 0.07 0.08 0.08 0.08 0.08 0.08 0.11 0.13 0.17 0.23 0.30 0.38 0.46 0.49 0.50 0.44 0.38 0.30 0.22 0.19 0.17 0.17 0.17 0.21 0.26 0.34 0.40 0.50 0.57 0.63 0.65 0.63 0.59 0.55 0.41 0.32 0.26 0.20 0.16 0.14 0.12 0.11 0.09 0.08 0.08 0.08
Sterna paradisaea,BN14275,Sterne arctique,Arctic Tern,1,0.469,0.265,summer,0.04 0.04 0.03 0.04 0.04 0.04 0.05 0.07 0.10 0.14 0.20 0.24 0.27 0.31 0.34 0.36 0.44 0.42 0.38 0.36 0.34 0.33 0.33 0.34 0.33 0.33 0.38 0.37 0.39 0.41 0.45 0.46 0.47 0.47 0.46 0.45 0.45 0.44 0.42 0.38 0.23 0.18 0.15 0.09 0.06 0.05 0.04 0.04
Halichoerus grypus,BN06371,Phoque gris,Grey Seal,0,0.305,0.263,resident,0.28 0.28 0.27 0.27 0.27 0.27 0.27 0.27 0.28 0.29 0.28 0.28 0.28 0.26 0.25 0.24 0.23 0.23 0.24 0.24 0.25 0.26 0.27 0.27 0.27 0.26 0.27 0.27 0.25 0.23 0.23 0.23 0.23 0.23 0.23 0.24 0.25 0.25 0.26 0.28 0.30 0.31 0.30 0.28 0.28 0.28 0.28 0.28
Carduelis citrinella,BN02429,Venturon montagnard,Citril Finch,1,0.301,0.263,resident,0.30 0.29 0.29 0.29 0.29 0.29 0.29 0.28 0.27 0.28 0.27 0.27 0.27 0.26 0.26 0.26 0.25 0.25 0.24 0.24 0.24 0.24 0.24 0.24 0.23 0.23 0.23 0.23 0.23 0.22 0.22 0.22 0.23 0.23 0.23 0.25 0.26 0.27 0.28 0.29 0.30 0.30 0.30 0.30 0.30 0.30 0.30 0.30
Pavo cristatus,BN10783,Paon bleu,Indian Peafowl,1,0.318,0.262,resident,0.26 0.27 0.27 0.26 0.26 0.26 0.25 0.26 0.27 0.28 0.30 0.32 0.32 0.31 0.30 0.31 0.31 0.30 0.29 0.27 0.26 0.25 0.24 0.23 0.22 0.22 0.23 0.24 0.25 0.25 0.25 0.26 0.26 0.26 0.26 0.27 0.27 0.26 0.25 0.24 0.24 0.25 0.26 0.25 0.24 0.24 0.25 0.25
Lyrurus tetrix,BN08208,Tétras lyre,Black Grouse,1,0.374,0.26,mixed,0.36 0.37 0.37 0.36 0.34 0.34 0.33 0.32 0.30 0.29 0.28 0.27 0.26 0.26 0.26 0.26 0.24 0.24 0.23 0.22 0.22 0.20 0.20 0.18 0.17 0.16 0.15 0.15 0.15 0.15 0.16 0.17 0.18 0.18 0.19 0.20 0.21 0.22 0.24 0.29 0.32 0.34 0.34 0.36 0.37 0.37 0.36 0.36
Gypaetus barbatus,BN06298,Gypaète barbu,Bearded Vulture,1,0.295,0.26,resident,0.27 0.27 0.27 0.27 0.28 0.28 0.28 0.29 0.30 0.30 0.29 0.29 0.29 0.28 0.28 0.28 0.27 0.26 0.26 0.24 0.24 0.23 0.22 0.22 0.22 0.22 0.22 0.22 0.23 0.23 0.23 0.24 0.24 0.24 0.25 0.26 0.26 0.27 0.27 0.27 0.28 0.27 0.27 0.27 0.27 0.27 0.27 0.27
Glaucidium passerinum,BN06055,Chevêchette d'Europe,Eurasian Pygmy Owl,1,0.348,0.259,resident,0.33 0.34 0.35 0.34 0.35 0.35 0.34 0.34 0.33 0.31 0.29 0.27 0.26 0.25 0.24 0.23 0.22 0.21 0.21 0.20 0.19 0.19 0.18 0.18 0.18 0.18 0.18 0.18 0.18 0.18 0.19 0.19 0.19 0.20 0.21 0.22 0.23 0.26 0.27 0.29 0.30 0.32 0.33 0.33 0.33 0.33 0.33 0.33
Pyrrhocorax graculus,BN12894,Chocard à bec jaune,Alpine Chough,1,0.295,0.259,resident,0.28 0.28 0.28 0.28 0.28 0.27 0.27 0.27 0.26 0.26 0.25 0.25 0.24 0.24 0.25 0.25 0.26 0.26 0.25 0.26 0.25 0.24 0.23 0.23 0.23 0.22 0.22 0.22 0.22 0.22 0.23 0.24 0.24 0.25 0.26 0.26 0.28 0.28 0.29 0.30 0.29 0.29 0.29 0.28 0.28 0.28 0.28 0.28
Passer italiae,BN10724,Moineau cisalpin,Italian Sparrow,1,0.311,0.258,resident,0.30 0.30 0.29 0.29 0.29 0.28 0.28 0.27 0.27 0.26 0.27 0.26 0.25 0.25 0.24 0.23 0.22 0.22 0.22 0.22 0.21 0.21 0.21 0.21 0.21 0.22 0.22 0.22 0.22 0.22 0.22 0.23 0.24 0.24 0.25 0.26 0.27 0.28 0.29 0.30 0.31 0.31 0.31 0.31 0.31 0.31 0.30 0.30
Glis glis,BN06073,Loir Gris,European Fat Dormouse,0,0.473,0.257,mixed,0.17 0.16 0.16 0.15 0.13 0.12 0.11 0.10 0.10 0.09 0.08 0.07 0.07 0.07 0.08 0.09 0.09 0.11 0.14 0.20 0.23 0.26 0.30 0.34 0.37 0.41 0.43 0.45 0.45 0.46 0.47 0.47 0.47 0.47 0.46 0.45 0.44 0.43 0.41 0.39 0.34 0.30 0.26 0.22 0.21 0.19 0.18 0.17
Falco vespertinus,BN05564,Faucon kobez,Red-footed Falcon,1,0.739,0.256,mixed,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.02 0.08 0.15 0.24 0.43 0.59 0.72 0.74 0.70 0.61 0.46 0.34 0.28 0.24 0.22 0.22 0.23 0.24 0.29 0.37 0.47 0.57 0.65 0.70 0.70 0.65 0.55 0.38 0.20 0.11 0.04 0.03 0.01 0.00 0.00 0.00 0.00 0.00
Calidris maritima,BN02150,Bécasseau violet,Purple Sandpiper,1,0.358,0.253,mixed,0.36 0.36 0.35 0.35 0.34 0.33 0.31 0.30 0.29 0.28 0.27 0.26 0.24 0.23 0.22 0.21 0.21 0.20 0.19 0.17 0.16 0.15 0.14 0.14 0.13 0.14 0.14 0.15 0.16 0.17 0.18 0.19 0.20 0.21 0.23 0.25 0.26 0.29 0.30 0.32 0.33 0.35 0.35 0.35 0.35 0.35 0.36 0.36
Threskiornis aethiopicus,BN14980,Ibis sacré,African Sacred Ibis,1,0.396,0.253,mixed,0.29 0.29 0.29 0.30 0.30 0.30 0.31 0.32 0.35 0.37 0.38 0.40 0.37 0.33 0.28 0.22 0.19 0.18 0.17 0.15 0.14 0.14 0.14 0.13 0.13 0.13 0.14 0.14 0.14 0.14 0.15 0.16 0.20 0.23 0.26 0.31 0.33 0.33 0.32 0.33 0.32 0.31 0.31 0.30 0.28 0.27 0.27 0.28
Aythya collaris,BN01549,Fuligule à collier,Ring-necked Duck,1,0.491,0.252,winter,0.48 0.49 0.49 0.48 0.47 0.47 0.45 0.44 0.42 0.40 0.37 0.30 0.23 0.17 0.14 0.12 0.10 0.10 0.10 0.09 0.08 0.07 0.07 0.07 0.07 0.06 0.06 0.06 0.06 0.06 0.06 0.07 0.08 0.09 0.10 0.10 0.13 0.20 0.26 0.34 0.40 0.43 0.47 0.48 0.48 0.49 0.49 0.48
Picus sharpei,BN11498,Pic de Sharpe,Iberian Green Woodpecker,1,0.303,0.251,resident,0.30 0.30 0.30 0.30 0.30 0.30 0.30 0.29 0.29 0.28 0.26 0.25 0.24 0.23 0.23 0.23 0.23 0.22 0.22 0.22 0.22 0.21 0.21 0.21 0.20 0.20 0.20 0.21 0.21 0.22 0.21 0.21 0.22 0.22 0.22 0.23 0.23 0.24 0.26 0.27 0.28 0.28 0.29 0.30 0.30 0.30 0.30 0.30
Acrocephalus palustris,BN00093,Rousserolle verderolle,Marsh Warbler,1,0.747,0.25,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.02 0.03 0.07 0.14 0.23 0.43 0.59 0.69 0.73 0.75 0.73 0.68 0.65 0.61 0.59 0.57 0.55 0.53 0.52 0.52 0.52 0.48 0.41 0.35 0.26 0.15 0.08 0.04 0.03 0.02 0.02 0.01 0.00 0.00 0.00 0.00 0.00 0.00
Oxyura jamaicensis,BN10445,Érismature rousse,Ruddy Duck,1,0.416,0.25,mixed,0.41 0.40 0.39 0.38 0.37 0.36 0.34 0.34 0.33 0.32 0.31 0.29 0.26 0.23 0.19 0.16 0.13 0.12 0.11 0.11 0.11 0.11 0.11 0.10 0.10 0.10 0.10 0.11 0.11 0.11 0.11 0.11 0.14 0.16 0.18 0.21 0.26 0.29 0.33 0.37 0.38 0.40 0.41 0.42 0.42 0.41 0.41 0.40
Lanius meridionalis,BN07518,Pie-grièche méridionale,Iberian Grey Shrike,1,0.321,0.248,resident,0.31 0.31 0.31 0.31 0.30 0.29 0.29 0.29 0.27 0.26 0.24 0.23 0.22 0.21 0.20 0.20 0.20 0.20 0.19 0.19 0.19 0.19 0.19 0.19 0.19 0.19 0.19 0.19 0.19 0.20 0.20 0.21 0.21 0.22 0.23 0.24 0.26 0.27 0.28 0.29 0.30 0.31 0.31 0.32 0.32 0.32 0.32 0.32
Aegypius monachus,BN00187,Vautour moine,Cinereous Vulture,1,0.266,0.246,resident,0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.26 0.26 0.26 0.27 0.26 0.26 0.26 0.25 0.25 0.24 0.23 0.23 0.23 0.23 0.24 0.24 0.24 0.24 0.25 0.25 0.26 0.26 0.26 0.25 0.24 0.24 0.24 0.23 0.23 0.23 0.23 0.23 0.24 0.24 0.24 0.24 0.25 0.25
Globicephala melas,BN06075,globicéphale noir,Long-finned Pilot Whale,0,0.331,0.243,resident,0.19 0.21 0.20 0.18 0.18 0.18 0.18 0.18 0.18 0.18 0.19 0.22 0.26 0.26 0.30 0.32 0.33 0.33 0.32 0.31 0.30 0.28 0.27 0.29 0.27 0.28 0.28 0.27 0.28 0.29 0.30 0.30 0.29 0.29 0.24 0.19 0.23 0.19 0.30 0.29 0.23 0.19 0.19 0.18 0.18 0.19 0.19 0.19
Cygnus columbianus,BN04212,Cygne siffleur,Tundra Swan,1,0.574,0.242,winter,0.55 0.57 0.57 0.54 0.53 0.52 0.50 0.48 0.44 0.38 0.30 0.19 0.12 0.10 0.08 0.07 0.06 0.05 0.04 0.03 0.03 0.02 0.02 0.01 0.01 0.01 0.02 0.01 0.01 0.01 0.02 0.03 0.04 0.05 0.06 0.07 0.09 0.16 0.26 0.36 0.44 0.48 0.51 0.53 0.55 0.56 0.56 0.55
Linaria flavirostris,BN07916,Linotte à bec jaune,Twite,1,0.491,0.242,mixed,0.47 0.48 0.47 0.44 0.43 0.42 0.38 0.33 0.24 0.19 0.17 0.17 0.15 0.13 0.12 0.10 0.09 0.09 0.10 0.11 0.11 0.10 0.10 0.11 0.10 0.09 0.10 0.10 0.10 0.10 0.10 0.11 0.12 0.11 0.13 0.15 0.17 0.21 0.27 0.36 0.43 0.45 0.47 0.48 0.49 0.49 0.49 0.48
Coracias garrulus,BN03660,Rollier d'Europe,European Roller,1,0.646,0.241,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.03 0.06 0.13 0.23 0.33 0.44 0.53 0.63 0.65 0.63 0.59 0.57 0.56 0.56 0.55 0.55 0.56 0.55 0.56 0.54 0.50 0.45 0.39 0.34 0.27 0.17 0.09 0.05 0.02 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Eumodicogryllus bordigalensis,BN05362,Grillon bordelais,Verge Cricket,0,0.604,0.239,summer,0.04 0.04 0.04 0.04 0.05 0.06 0.07 0.08 0.09 0.11 0.12 0.14 0.15 0.15 0.16 0.17 0.19 0.22 0.27 0.31 0.36 0.40 0.43 0.47 0.52 0.56 0.59 0.60 0.60 0.58 0.54 0.51 0.46 0.43 0.39 0.34 0.26 0.20 0.16 0.12 0.09 0.06 0.05 0.05 0.04 0.04 0.04 0.04
Apus pallidus,BN01100,Martinet pâle,Pallid Swift,1,0.42,0.239,summer,0.02 0.02 0.02 0.02 0.03 0.04 0.04 0.06 0.10 0.16 0.22 0.30 0.33 0.35 0.38 0.40 0.41 0.41 0.42 0.41 0.39 0.38 0.38 0.38 0.38 0.38 0.39 0.39 0.39 0.40 0.40 0.41 0.39 0.38 0.37 0.34 0.30 0.22 0.17 0.13 0.09 0.06 0.04 0.03 0.02 0.02 0.02 0.02
Sciurus carolinensis,BN13667,Écureuil gris,Eastern Gray Squirrel,0,0.332,0.238,resident,0.31 0.32 0.31 0.29 0.28 0.27 0.26 0.26 0.25 0.26 0.26 0.25 0.24 0.22 0.20 0.19 0.18 0.18 0.18 0.17 0.16 0.17 0.17 0.17 0.17 0.17 0.17 0.17 0.17 0.17 0.17 0.17 0.19 0.20 0.21 0.22 0.26 0.27 0.29 0.32 0.33 0.32 0.32 0.32 0.32 0.32 0.32 0.31
Myrmeleotettix maculatus,BN09426,Gomphocère tacheté,Mottled Grasshopper,0,0.601,0.235,summer,0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.02 0.02 0.05 0.09 0.14 0.17 0.18 0.21 0.25 0.28 0.33 0.36 0.40 0.49 0.53 0.56 0.57 0.58 0.59 0.60 0.59 0.59 0.59 0.58 0.57 0.52 0.41 0.31 0.23 0.14 0.09 0.05 0.03 0.03 0.02 0.02 0.02
Larus glaucoides,BN07550,Goéland arctique,Iceland Gull,1,0.412,0.232,winter,0.40 0.41 0.41 0.40 0.40 0.39 0.38 0.37 0.37 0.35 0.32 0.31 0.29 0.25 0.23 0.21 0.18 0.15 0.14 0.13 0.11 0.08 0.07 0.05 0.03 0.03 0.03 0.04 0.06 0.07 0.07 0.09 0.10 0.11 0.12 0.14 0.16 0.18 0.21 0.24 0.31 0.36 0.39 0.40 0.40 0.41 0.40 0.40
Gomphocerippus rufus,BN06089,Gomphocère roux,Rufous Grasshopper,0,0.558,0.228,summer,0.03 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.02 0.05 0.09 0.13 0.16 0.19 0.30 0.38 0.45 0.50 0.52 0.55 0.55 0.56 0.55 0.55 0.55 0.54 0.54 0.52 0.51 0.49 0.45 0.41 0.38 0.32 0.23 0.17 0.11 0.07 0.04
Chorthippus biguttulus,BN03000,Criquet mélodieux,Bow-winged Grasshopper,0,0.536,0.224,summer,0.04 0.02 0.02 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.00 0.01 0.01 0.01 0.02 0.05 0.07 0.10 0.13 0.15 0.17 0.20 0.26 0.37 0.40 0.44 0.47 0.49 0.50 0.50 0.50 0.50 0.50 0.50 0.51 0.54 0.50 0.49 0.48 0.46 0.41 0.35 0.24 0.13 0.08 0.05 0.04
Ruspolia nitidula,BN13435,Ruspolie à tête de cône,Large Conehead,0,0.744,0.222,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.02 0.06 0.13 0.23 0.39 0.54 0.61 0.66 0.70 0.72 0.74 0.74 0.74 0.73 0.71 0.68 0.64 0.56 0.44 0.31 0.19 0.08 0.02 0.01 0.00 0.00 0.00 0.00 0.00
Phoca vitulina,BN11171,Phoque veau-marin,Harbor Seal,0,0.264,0.222,resident,0.25 0.25 0.26 0.25 0.25 0.25 0.25 0.25 0.25 0.24 0.24 0.23 0.21 0.21 0.20 0.19 0.19 0.19 0.19 0.19 0.19 0.19 0.19 0.19 0.19 0.19 0.20 0.20 0.20 0.21 0.21 0.21 0.20 0.20 0.21 0.22 0.26 0.24 0.23 0.24 0.24 0.24 0.25 0.25 0.24 0.24 0.25 0.25
Hippolais icterina,BN06650,Hypolaïs ictérine,Icterine Warbler,1,0.665,0.222,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.02 0.07 0.17 0.27 0.39 0.57 0.62 0.66 0.66 0.63 0.59 0.54 0.52 0.50 0.48 0.47 0.47 0.47 0.48 0.49 0.45 0.35 0.27 0.21 0.12 0.07 0.03 0.02 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Stenobothrus lineatus,BN14253,Sténobothre ligné,Stripe-winged Grasshopper,0,0.545,0.219,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.02 0.05 0.10 0.16 0.20 0.26 0.31 0.37 0.44 0.48 0.51 0.52 0.54 0.54 0.54 0.55 0.54 0.54 0.53 0.52 0.51 0.50 0.48 0.43 0.37 0.25 0.13 0.03 0.02 0.01 0.00 0.00 0.00 0.00
Decticus verrucivorus,BN04360,Dectique verrucivore,Wart-biter,0,0.527,0.217,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.02 0.04 0.07 0.09 0.14 0.21 0.27 0.31 0.37 0.42 0.46 0.49 0.51 0.52 0.53 0.52 0.52 0.52 0.50 0.49 0.47 0.46 0.44 0.41 0.40 0.36 0.32 0.26 0.16 0.08 0.02 0.01 0.00 0.00 0.00 0.00 0.00 0.00
Aquila fasciata,BN01107,Aigle de Bonelli,Bonelli's Eagle,1,0.256,0.216,resident,0.21 0.21 0.21 0.21 0.21 0.21 0.21 0.21 0.22 0.23 0.23 0.24 0.24 0.25 0.25 0.25 0.26 0.25 0.24 0.23 0.21 0.21 0.21 0.20 0.20 0.20 0.19 0.19 0.19 0.18 0.19 0.20 0.20 0.21 0.21 0.22 0.23 0.22 0.22 0.22 0.22 0.21 0.21 0.21 0.21 0.21 0.21 0.21
Omocestus viridulus,BN10141,Criquet verdelet,Common Green Grasshopper,0,0.602,0.214,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.02 0.05 0.07 0.13 0.17 0.24 0.28 0.32 0.37 0.44 0.50 0.54 0.57 0.59 0.60 0.60 0.60 0.59 0.58 0.56 0.54 0.50 0.41 0.33 0.26 0.18 0.10 0.06 0.03 0.02 0.00 0.00 0.00 0.00 0.00
Oecanthus pellucens,BN10057,Grillon d'Italie,Italian Tree Cricket,0,0.706,0.213,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.02 0.06 0.10 0.15 0.21 0.26 0.38 0.53 0.64 0.67 0.68 0.69 0.71 0.70 0.68 0.66 0.64 0.61 0.53 0.46 0.35 0.24 0.15 0.06 0.03 0.01 0.01 0.00 0.00 0.00
Anser fabalis,BN00827,Oie des moissons,Taiga Bean Goose,1,0.473,0.213,winter,0.47 0.47 0.46 0.46 0.45 0.43 0.42 0.40 0.36 0.34 0.26 0.17 0.12 0.09 0.07 0.05 0.04 0.03 0.03 0.02 0.02 0.01 0.01 0.01 0.01 0.01 0.02 0.02 0.02 0.02 0.02 0.02 0.03 0.03 0.04 0.06 0.12 0.24 0.33 0.38 0.42 0.45 0.47 0.46 0.47 0.47 0.47 0.47
Falco naumanni,BN05550,Faucon crécerellette,Lesser Kestrel,1,0.43,0.212,summer,0.04 0.04 0.04 0.05 0.06 0.08 0.10 0.11 0.15 0.20 0.25 0.33 0.34 0.37 0.39 0.41 0.43 0.42 0.38 0.35 0.31 0.30 0.28 0.26 0.25 0.24 0.24 0.23 0.23 0.24 0.25 0.27 0.28 0.28 0.28 0.27 0.26 0.23 0.20 0.18 0.13 0.09 0.08 0.06 0.05 0.05 0.04 0.04
Neophron percnopterus,BN09651,Percnoptère d'Égypte,Egyptian Vulture,1,0.348,0.209,summer,0.04 0.04 0.05 0.06 0.08 0.09 0.12 0.14 0.17 0.19 0.22 0.24 0.28 0.29 0.31 0.32 0.34 0.35 0.34 0.33 0.32 0.32 0.31 0.31 0.30 0.30 0.30 0.30 0.29 0.29 0.29 0.29 0.28 0.27 0.26 0.24 0.23 0.21 0.19 0.17 0.13 0.11 0.09 0.07 0.05 0.04 0.04 0.04
Stethophyma grossum,BN14298,Criquet ensanglanté,Large Marsh Grasshopper,0,0.578,0.208,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.02 0.04 0.06 0.11 0.13 0.17 0.21 0.34 0.47 0.52 0.55 0.56 0.58 0.58 0.58 0.57 0.55 0.54 0.54 0.53 0.52 0.49 0.45 0.38 0.27 0.12 0.06 0.03 0.02 0.01 0.01 0.01
Calandrella brachydactyla,BN02123,Alouette calandrelle,Greater Short-toed Lark,1,0.409,0.206,summer,0.03 0.03 0.03 0.03 0.04 0.04 0.05 0.07 0.11 0.14 0.20 0.24 0.27 0.32 0.35 0.37 0.40 0.41 0.40 0.39 0.37 0.35 0.34 0.32 0.29 0.28 0.28 0.28 0.27 0.28 0.29 0.31 0.31 0.29 0.28 0.26 0.23 0.21 0.18 0.15 0.09 0.06 0.05 0.04 0.04 0.03 0.03 0.03
Bombina variegata,BN01766,Sonneur à ventre jaune,Yellow-bellied Toad,0,0.393,0.205,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.02 0.07 0.14 0.25 0.29 0.32 0.34 0.37 0.38 0.38 0.39 0.39 0.39 0.39 0.39 0.39 0.39 0.39 0.39 0.38 0.38 0.38 0.37 0.36 0.33 0.32 0.31 0.28 0.24 0.19 0.13 0.05 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00
